time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692568989,0.9550225460636573,5.446051481887857,0.9447334448013852,8.310635589270724,0.6685502470091367,15.461252091412984,8.0536255327545,0.32145129913013304,7.887714331331865,4.228570723727071,0.37368637566348084,0.9736948062405947,94826496,41078784,11264000,40837120,42315776,15937536,95326208,35573760,9637888,47980544,3043328,9068544,48,98,6,298,8,52,54,6,588,68,40,0,0,0.0013072861668426614,0.0033282953893246604,0.03492424242424242,0.0015521996698067398,0.003,0.027612169637369392,0.0019253731343283585,0.0003857810954222502,0.003576180576180576,0.001221752903907075,0.004329039070749737,0.008362533692722371,0.047590909090909086,0.004566825288919102,0.004600000000000001,0.1449137931034486,0.004408955223880597,0.003995980595980596,0.008643342391304348,0.004254487856388596
1692568990,0.9550225460636573,5.448649101583095,0.9447334448013852,8.310635589270724,0.6685502470091367,15.776088280828162,8.0536255327545,0.3640659899749664,7.887714331331865,4.228570723727071,0.4537544834559569,0.9736948062405947,94826496,41078784,11264000,40837120,42315776,15937536,95326208,35573760,9637888,47980544,3047424,9068544,64,104,0,302,0,46,62,0,610,72,28,0,0,0.0013072861668426614,0.003329817833173538,0.03487654320987654,0.0015493821154033281,0.003,0.027612169637369392,0.001883720930232558,0.00038728752585664175,0.003584845865744742,0.001202774813233725,0.004329039070749737,0.008384718498659526,0.047469135802469135,0.004566760727838865,0.0046,0.1449137931034486,0.004401550387596899,0.0040029114574413405,0.008677922077922081,0.0042508004268943436
1692568991,0.9550225460636573,5.448649101583095,0.9447334448013852,8.310635589270724,0.6685502470091367,15.776088280828162,8.0536255327545,0.3640659899749664,7.887714331331865,4.228570723727071,0.4537544834559569,0.9736948062405946,94826496,41078784,11264000,40837120,42315776,15937536,95326208,35573760,9637888,47980544,3047424,9068544,74,132,6,436,4,64,70,6,810,96,48,0,0,0.0013072861668426614,0.003329817833173538,0.03487654320987654,0.0015493821154033281,0.003,0.02838508322663252,0.001883720930232558,0.00038728752585664175,0.003584845865744742,0.001202774813233725,0.004329039070749737,0.008384718498659526,0.047469135802469135,0.004566760727838865,0.0046,0.1552155172413797,0.004401550387596899,0.0040029114574413405,0.008677922077922081,0.0042508004268943436
1692568992,0.9550225460636573,5.880986644238706,0.9447334448013852,8.310635589270724,0.6570933526011697,15.776088280828162,8.0536255327545,0.36406598997496636,8.016395755749453,4.228570723727071,0.4537544834559569,0.9736948062405946,94826496,41078784,11264000,40837120,42315776,15937536,95326208,35573760,9637888,47980544,3047424,9068544,32,54,4,138,6,28,22,4,358,48,20,0,0,0.0013072861668426614,0.003329817833173538,0.03487654320987654,0.0015493821154033281,0.003,0.02816955982641041,0.0019365079365079366,0.00038728752585664175,0.003584845865744742,0.001202774813233725,0.004329039070749737,0.008384718498659526,0.047469135802469135,0.004566760727838865,0.0046,0.16020325203252003,0.004412698412698413,0.0040029114574413405,0.008677922077922081,0.0042508004268943436
1692568993,0.9550225460636573,5.880986644238706,0.9447334448013852,8.310635589270724,0.6570933526011697,15.776088280828162,8.0536255327545,0.36406598997496636,8.016395755749453,4.228570723727071,0.4537544834559569,0.9736948062405946,94826496,41078784,11264000,40837120,42315776,15937536,95326208,35573760,9637888,47980544,3047424,9068544,58,108,0,320,0,60,56,0,618,84,34,0,0,0.0013053960964408723,0.003332936034962257,0.034758064516129034,0.0016013017873747286,0.003,0.028722044728434513,0.0018527131782945733,0.00038664581885568684,0.003587002096436059,0.001097452934662237,0.004334557979334098,0.008445054945054953,0.04746774193548387,0.004588056617419155,0.0046,0.16447513812154715,0.004395348837209302,0.004002821900789776,0.008673592493297591,0.004230121816168328
1692568994,0.9550225460636573,5.880986644238706,0.8955580502866205,8.310635589270724,0.6570933526011697,15.362973918308104,8.0536255327545,0.36406598997496636,8.016395755749453,4.228570723727071,0.4537544834559569,0.9736948062405946,94826496,41078784,11460608,40837120,42315776,16027648,95326208,35573760,9637888,47980544,3047424,9068544,48,66,0,262,0,42,36,0,474,56,18,0,0,0.0012790450928381963,0.0033126410835214453,0.034609375,0.0014688976377952756,0.003,0.027834257547751075,0.0018527131782945733,0.00038104519027484145,0.0035853080568720376,0.0011621052631578944,0.00432371352785146,0.007922972972972986,0.047421874999999995,0.00454984251968504,0.004600000000000001,0.1537016574585635,0.004395348837209302,0.003969132002462403,0.008657824933687,0.004242526315789474
1692568995,0.9550225460636573,5.880986644238706,0.7614259664660408,8.310635589270724,0.6570933526011697,15.362973918308104,8.0536255327545,0.36406598997496636,8.016395755749453,4.228570723727071,0.4537544834559569,0.9658879433909253,94826496,41078784,11460608,40837120,42315776,16027648,95326208,35573760,9637888,47980544,3047424,9068544,102,154,4,472,4,70,88,4,850,118,38,0,0,0.0012790450928381963,0.0033119714339409885,0.034453125,0.0014701022816679776,0.0030097087378640783,0.027834257547751075,0.0018702290076335882,0.00038313733262861175,0.0035622535211267607,0.0011699895068205666,0.00432371352785146,0.007911924119241203,0.047390625,0.004549881982690795,0.00461747572815534,0.1537016574585635,0.004398473282442748,0.003980015572281342,0.008559633027522936,0.004247429171038824
1692568996,0.9550225460636573,5.880986644238706,0.7767323955192423,8.310635589270724,0.6570933526011697,15.362973918308104,7.806472866648324,0.36406598997496636,8.016395755749453,4.228570723727071,0.4537544834559569,0.9658879433909253,94826496,41078784,11460608,40837120,42315776,16027648,95326208,35573760,9637888,47980544,3047424,9068544,60.181,65.501,1.919,282.007,3.731,44,40.08,1.919,402.659,51.809,11.863,0,0,0.001279816714264762,0.0033119913893845704,0.03445313676412556,0.001470545506030228,0.00300971126548053,0.026615285623953884,0.0018708051000682073,0.0003831576265419976,0.0035622036559706254,0.0011705958842808048,0.0043238693068381765,0.007912229517910627,0.0473906270378025,0.004549967590756665,0.004617480277864953,0.10990269933189817,0.004398592042356404,0.00398013064011068,0.008559460158324015,0.004247550711690932
1692568997,0.9574918810388171,5.880986644238706,0.7920388245724438,7.09268885856424,0.6570933526011697,15.362973918308104,7.806472866648324,0.36406598997496636,8.016395755749453,4.228570723727071,0.4537544834559569,0.9658879433909253,94932992,41078784,11460608,40837120,42315776,16027648,95326208,35573760,9637888,47980544,3047424,9068544,47.051,101.034,4.079,311.411,4.256,48.724,49.793,2.004,805.307,87.923,44.562,0,0,0.0012790450928381963,0.0033119729772148475,0.03445320736102146,0.0014700830360039826,0.0030097070248596906,0.026011868533171036,0.0019609504450651617,0.0003831363341935363,0.0035622535211267607,0.0011698483871636566,0.00432371352785146,0.007911984837880191,0.047390639266720866,0.004549880739003178,0.004617472644747443,0.09979166666666668,0.004416994458229715,0.00398001052689284,0.008559633027522936,0.004247398412192216
1692568998,0.9574918810388171,5.880986644238706,0.9183857431920964,6.954178265409729,0.6948838520346503,15.362973918308104,7.806472866648324,0.36406598997496636,8.016395755749453,4.228570723727071,0.4537544834559569,0.9658879433909253,94932992,41078784,11460608,40837120,42315776,16027648,95326208,35573760,9637888,47980544,3047424,9068544,56,108,14,276,16,42,48,14,706,78,52,0,0,0.0012091656874265568,0.0032691790040376856,0.034333333333333334,0.0013194715183019276,0.0030097087378640783,0.024964739069111428,0.0019312977099236643,0.0003732482370793537,0.0034975553638193846,0.0004980425055928412,0.0042775558166862505,0.00672798742138366,0.047400000000000005,0.004436127355425601,0.00461747572815534,0.09470960929250268,0.0044106870229007646,0.0038656805284212467,0.008139941690962103,0.00421132502831257
1692568999,0.9574918810388171,5.880986644238706,0.9183857431920964,6.815667672255215,0.6948838520346503,15.362973918308104,7.806472866648324,0.36406598997496636,8.016395755749453,4.228570723727071,0.4537544834559569,0.9658879433909253,94932992,41078784,11460608,40837120,42315776,16027648,95326208,35573760,9637888,47980544,3047424,9068544,42,82,2,288,0,44,40,2,368,68,20,0,0,0.0011977309562398702,0.0032224251278305327,0.03439490445859873,0.0012097701149425288,0.0030103092783505155,0.02472715173025732,0.0019312977099236643,0.00036340621160120334,0.003465863453815261,0.0010602150537634412,0.004274122096164236,0.005008278145695347,0.04738853503184714,0.004406486042692938,0.004618556701030928,0.0936012207527976,0.0044106870229007646,0.003793357650220774,0.007856502242152468,0.004225806451612904
1692569000,0.8104003193192779,5.880986644238706,0.9183857431920964,7.807608507150074,0.6948838520346503,15.362973918308104,7.806472866648324,0.3716301314267193,8.016395755749453,4.228570723727071,0.4537544834559569,0.9658879433909253,94932992,41078784,11460608,42065920,42315776,16027648,95326208,35721216,9637888,47980544,3047424,9068544,42,120,4,372,0,74,52,4,562,88,32,0,0,0.0011977309562398702,0.0032224254618620817,0.0341887417218543,0.001207477403451109,0.00301010101010101,0.02472715173025732,0.0019133858267716532,0.00036531291046989535,0.0034454743729552895,0.0010391304347826084,0.004274122096164236,0.005008305647840542,0.04736754966887417,0.004404847986852918,0.004618181818181819,0.0936012207527976,0.004407874015748032,0.0038070579354595215,0.007737741456166427,0.004221739130434782
1692569001,0.8265575918698547,5.880986644238706,0.9183857431920964,7.728052861110858,0.6948838520346503,15.362973918308104,7.806472866648324,0.3716301314267193,7.822849600397326,4.228570723727071,0.4537544834559569,0.9658879433909253,94932992,41078784,11460608,42065920,42315776,16027648,95326208,35721216,9555968,47980544,3047424,9068544,60,96,2,294,4,44,54,2,580,72,30,0,0,0.0011977309562398702,0.0032224254618620817,0.0341887417218543,0.001207477403451109,0.00301010101010101,0.02470180305131761,0.0019133858267716532,0.00036531291046989535,0.0034454743729552895,0.0010391304347826084,0.004274122096164236,0.005008305647840542,0.04736754966887417,0.004404847986852918,0.004618181818181819,0.09437696335078534,0.004407874015748032,0.0038070579354595215,0.007737741456166427,0.004221739130434782
1692569002,0.9694363530346051,5.880986644238706,0.9183857431920964,7.728052861110858,0.6948838520346503,15.362973918308104,7.545940197255047,0.3716301314267193,7.822849600397326,4.165991423750312,0.4537544834559569,0.955126185727756,94932992,41078784,11460608,42065920,42315776,16027648,95326208,35721216,9555968,47980544,3047424,9101312,56,96,2,272,4,46,46,2,470,66,28,0,0,0.0011977309562398702,0.0032224254618620817,0.0341887417218543,0.001207477403451109,0.00301010101010101,0.024587730870712404,0.001984126984126984,0.00036531291046989535,0.0034454743729552895,0.0010391304347826084,0.004274122096164236,0.005008305647840542,0.04736754966887417,0.004404847986852918,0.004618181818181819,0.09324695121951225,0.004422222222222222,0.0038070579354595215,0.007737741456166427,0.004221739130434782
1692569003,0.9694363530346051,5.880986644238706,0.9183857431920964,7.728052861110858,0.6948838520346503,15.362973918308104,7.545940197255047,0.3716301314267193,7.797989622013149,4.165991423750312,0.37425033848613287,0.955126185727756,94932992,41078784,11460608,42065920,42315776,16027648,95326208,35721216,9555968,47980544,3047424,9101312,66,86,0,314,0,46,48,0,520,56,22,0,0,0.0012171361502347415,0.003229170638703527,0.03420608108108108,0.001172113536130272,0.00301010101010101,0.024678274907749077,0.001890625,0.00036240040057473763,0.0034400340232492205,0.0004876101321585903,0.0042791079812206576,0.00527891156462585,0.04738175675675676,0.004413185570507746,0.004618181818181819,0.09424867724867729,0.004403125000000001,0.0037880852759513872,0.007726340694006317,0.004193946449359721
1692569004,0.9694363530346051,5.880986644238706,0.9010583618481671,7.728052861110858,0.6948838520346503,15.218754634773765,7.545940197255047,0.3716301314267193,7.797989622013149,4.226297397371448,0.3817087188379994,0.955126185727756,94932992,41078784,11333632,42065920,42315776,16027648,95326208,35721216,9555968,48164864,3047424,9101312,70,104,4,374,4,60,54,4,562,86,30,0,0,0.0012064864864864862,0.003221857325305601,0.034313725490196074,0.0011218743433494423,0.0030103092783505155,0.0244180470793374,0.001890625,0.0003617465811244302,0.003461714285714286,0.0010021978021978021,0.004274162162162163,0.004999343185550081,0.04751633986928105,0.004390796385795334,0.004618556701030928,0.0930856553147575,0.004403125000000001,0.0037812815533980605,0.007827586206896551,0.004218021978021978
1692569005,0.9694363530346051,5.880986644238706,0.9010583618481671,7.72805286111086,0.6948838520346503,15.218754634773765,7.545940197255047,0.3716301314267193,7.797989622013149,4.226297397371448,0.44750282111198963,0.955126185727756,94932992,41078784,11333632,42065920,42315776,16027648,95326208,35721216,9555968,48164864,3047424,9101312,76,102,2,348,2,58,58,2,680,70,26,0,0,0.0012064864864864862,0.0032213726561077733,0.03445512820512821,0.0011275793442966377,0.0030096618357487925,0.0244180470793374,0.001940298507462687,0.0003639414148235691,0.0034405214557305815,0.001028199566160521,0.004274162162162163,0.004998470780993992,0.04778846153846153,0.004391431863412591,0.004617391304347827,0.0930856553147575,0.004411940298507463,0.0037977538783668047,0.00769925373134329,0.004222993492407809
1692569006,0.9694363530346051,5.0160732056853226,0.9010583618481671,7.72805286111086,0.600835183127605,15.218754634773765,7.545940197255047,0.3716301314267193,7.797989622013149,4.226297397371448,0.37645801907028537,0.955126185727756,94932992,41078784,11333632,42065920,42315776,16027648,95326208,35721216,9555968,48164864,3047424,9101312,0,0,0,84,0,6,6,0,132,0,0,0,0,0.0012064864864864862,0.0032213726561077733,0.03445512820512821,0.0011275793442966377,0.0030096618357487925,0.024358016304347824,0.001940298507462687,0.0003639414148235691,0.0034405214557305815,0.001028199566160521,0.004274162162162163,0.004998470780993992,0.04778846153846153,0.004391431863412591,0.004617391304347827,0.09410966340933763,0.004411940298507463,0.0037977538783668047,0.00769925373134329,0.004222993492407809
1692569007,0.9403483871608038,4.5674432047312665,0.9010583618481671,7.72805286111086,0.5892537855936941,13.252449261642562,7.545940197255047,0.3716301314267193,7.797989622013149,4.226297397371448,0.36899963871841884,0.9027612904115023,94932992,41078784,11333632,42065920,42315776,16027648,95326208,35721216,9555968,48164864,3047424,9101312,188,170,4,620,0,134,146,4,1238,126,60,0,0,0.0012064864864864862,0.0032213726561077733,0.03445512820512821,0.0011275793442966377,0.0030096618357487925,0.02430361813426329,0.002059701492537313,0.0003639414148235691,0.0034405214557305815,0.001028199566160521,0.004274162162162163,0.004998470780993992,0.04778846153846153,0.004391431863412591,0.004617391304347827,0.09332105263157894,0.004435820895522388,0.0037977538783668047,0.00769925373134329,0.004222993492407809
1692569008,0.9403483871608038,4.475928240977429,0.9010583618481671,7.72805286111086,0.5776723880597834,12.998803351062998,7.545940197255047,0.35739402642818063,7.797989622013149,4.226297397371448,0.3615412583665523,0.9027612904115023,94932992,41078784,11333632,42065920,42315776,16027648,95326208,35721216,9555968,48164864,3047424,9101312,64,102,2,334,2,52,52,2,494,66,22,0,0,0.0012136953955135777,0.0032262426204532468,0.034602649006622514,0.0010852649970879446,0.0030096618357487925,0.024281987295825765,0.001963503649635037,0.00035990715432339805,0.0034284906726964387,0.0004886489479512735,0.004278630460448642,0.005162671232876701,0.0478476821192053,0.004396342457775189,0.004617391304347827,0.09410874439461883,0.004416058394160585,0.003768555758683733,0.0076569579288025885,0.004199533255542591
1692569009,0.9403483871608038,4.38441327722359,0.9010583618481671,7.72805286111086,0.5660909905258724,12.745157440483437,7.545940197255047,0.35739402642818063,7.797989622013149,4.226297397371448,0.44321766883668395,0.9027612904115023,94932992,41078784,11333632,42065920,42315776,16027648,95326208,35721216,9555968,48164864,3047424,9101312,64,100,6,236,4,52,48,6,632,90,20,0,0,0.0012186322024771137,0.0032668654491241145,0.034554140127388534,0.0011396825396825388,0.003010050251256281,0.024506578947368417,0.001963503649635037,0.00036954082513378217,0.003488824383164006,0.0005,0.004286806677436725,0.006628398791540777,0.04792993630573248,0.0044314497354497355,0.004618090452261307,0.09712446351931323,0.004416058394160585,0.00390504743833017,0.008052437223042844,0.004221238938053098
1692569010,0.9403483871608038,5.039546802013618,0.9010583618481671,7.72805286111086,0.5545095929919617,12.491511529903875,7.545940197255047,0.35739402642818063,7.797989622013149,4.226297397371448,0.44321766883668395,0.9027612904115023,94932992,40980480,11333632,42065920,42315776,16027648,95326208,35721216,9555968,48164864,3047424,9101312,64,146,4,496,0,78,70,4,704,98,48,0,0,0.0012186322024771137,0.0032655988079716893,0.03445512820512821,0.0011398793778436144,0.0030289855072463765,0.024506578947368417,0.0019411764705882354,0.0003716662351113413,0.0034884818207049683,0.0005,0.004286806677436725,0.0065975609756097515,0.04791666666666666,0.004431467569569358,0.004652173913043478,0.09712446351931323,0.004411764705882353,0.003919157659336567,0.008087982832618029,0.004221238938053098
1692569011,0.9403483871608038,5.039546802013618,0.9010583618481671,7.72805286111086,0.5412637798500849,12.237865619324312,7.595680013355318,0.35739402642818063,7.797989622013149,4.226297397371448,0.44321766883668395,0.9027612904115023,94932992,40980480,11333632,42065920,42315776,16027648,95346688,35721216,9555968,48164864,3047424,9101312,38,64,0,246,0,44,28,0,408,50,20,0,0,0.0012186322024771137,0.0032655988079716893,0.03445512820512821,0.0011398793778436144,0.0030289855072463765,0.02419018817204301,0.0019411764705882354,0.0003716662351113413,0.0034884818207049683,0.0005,0.004286806677436725,0.0065975609756097515,0.04791666666666666,0.004431467569569358,0.004652173913043478,0.09408730158730155,0.004411764705882353,0.003919157659336567,0.008087982832618029,0.004221238938053098
1692569012,0.9403483871608038,5.039546802013618,0.9010583618481671,7.72805286111086,0.552098770822325,15.143908811955539,7.595680013355318,0.35739402642818063,7.797989622013149,4.226297397371448,0.44321766883668395,0.9027612904115023,94932992,40980480,11333632,42065920,42315776,15982592,95346688,35721216,9555968,48164864,3047424,9101312,40,104,4,432,6,62,54,4,530,72,48,0,0,0.0012186322024771137,0.0032655988079716893,0.03445512820512821,0.0011398793778436144,0.0030289855072463765,0.024314102564102567,0.0019473684210526319,0.0003716662351113413,0.0034884818207049683,0.0005,0.004286806677436725,0.0065975609756097515,0.04791666666666666,0.004431467569569358,0.004652173913043478,0.09725893824485377,0.004413533834586467,0.003919157659336567,0.008087982832618029,0.004221238938053098
1692569013,0.9403483871608038,5.039546802013618,0.8120687326198552,6.9089313815157345,0.6500994583344083,15.143908811955539,7.595680013355318,0.35739402642818063,7.797989622013149,4.226297397371448,0.44321766883668395,0.9027612904115023,94932992,40980480,11333632,42065920,42315776,15982592,95346688,35721216,9555968,48164864,3047424,9101312,54,94,2,298,0,50,46,0,516,72,22,0,0,0.001186619718309859,0.0032361933881138926,0.03447986577181208,0.001015970373799329,0.0030289855072463765,0.024094600526777872,0.0018970588235294116,0.00036558867558999646,0.0034537142857142857,0.00047483766233766245,0.004276760563380283,0.005567241379310354,0.04796979865771812,0.0043372526327971304,0.004652173913043478,0.09413385826771659,0.004402941176470588,0.0038581608280254804,0.007821981424148609,0.004178181818181818
